Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
5, 1, Settle New City running, TARGET 65:32
5, 1, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
27, 19, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 20, Naval Superiority running, TARGET 51:30
27, 20, Naval Superiority, ,0, Not Ready, 
27, 20, Naval Superiority, No recruits to reach minimum, , , 
27, 20, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 21, Naval Superiority running, TARGET 94:41
27, 21, Naval Superiority, ,0, Not Ready, 
27, 21, Naval Superiority, No recruits to reach minimum, , , 
27, 21, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 22, Naval Superiority running, TARGET 41:35
27, 22, Naval Superiority, ,0, Not Ready, 
27, 22, Naval Superiority, No recruits to reach minimum, , , 
27, 22, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 23, Naval Superiority running, TARGET 78:43
27, 23, Naval Superiority, ,0, Not Ready, 
27, 23, Naval Superiority, No recruits to reach minimum, , , 
27, 23, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 25, Naval Superiority running, TARGET 37:7
27, 25, Naval Superiority, ,0, Not Ready, 
27, 25, City Defense running, TARGET 36:10
27, 25, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
27, 25, City Defense, Operation complete
27, 25, Naval Superiority, No recruits to reach minimum, , , 
27, 25, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 26, Naval Superiority running, TARGET 76:40
27, 26, Naval Superiority, ,0, Not Ready, 
27, 26, Naval Superiority, No recruits to reach minimum, , , 
27, 26, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 27, Naval Superiority running, TARGET 14:32
27, 27, Naval Superiority, ,0, Not Ready, 
27, 27, City Defense running, TARGET 13:31
27, 27, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
27, 27, City Defense, Operation complete
27, 27, Naval Superiority, No recruits to reach minimum, , , 
27, 27, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 28, Naval Superiority running, TARGET 47:42
27, 28, Naval Superiority, ,0, Not Ready, 
27, 28, Naval Superiority, No recruits to reach minimum, , , 
27, 28, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 29, Naval Superiority running, TARGET 87:27
27, 29, Naval Superiority, ,0, Not Ready, 
27, 29, Attack Barb Camp running, TARGET 90:24
27, Attack Barb Camp, 29, , Battle line, 88:23, 0 endangered
27, 29, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
27, 29, Attack Barb Camp, No recruits to reach minimum, , , 
27, 29, Attack Barb Camp, No recruits to match strength, , Enemy Str: 23 / 12.5, 
27, 29, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 29, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 90:24
27, 29, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 89:23, Move 89:23, Attack 90:24
27, 29, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 89:24, Move 89:24, Attack 90:24
27, 29, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 86:20, Move -9999:-9999, Arrive 86:20
27, 29, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 86:20
27, 29, Naval Superiority, No recruits to reach minimum, , , 
27, 29, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 30, Naval Superiority running, TARGET 77:34
27, 30, Naval Superiority, ,0, Not Ready, 
27, 30, Naval Superiority, No recruits to reach minimum, , , 
27, 30, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 63, Barbarian Attack running, TARGET 16:41
27, Barbarian Attack, 63, , Battle line, 536870930:40, 0 endangered
27, 63, Barbarian Attack, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
27, 63, Barbarian Attack, Op Attack Units Targets, Target 0, Owner 6, UNIT_WARRIOR, 18:41
27, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 20:40, Move 19:40, Attack -9999:-9999
27, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 20:39, Move 19:41, Attack -9999:-9999
28, 1, Settle New City running, TARGET 61:40
28, 1, Settle New City, ,0, Not Ready, 
28, 1, Naval Superiority running, TARGET 69:34
28, 1, Naval Superiority, ,0, Not Ready, 
28, 1, Attack Barb Camp running, TARGET 60:42
28, Attack Barb Camp, 1, , Battle line, 60:41, 0 endangered
28, 1, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
28, 1, Attack Walled City running, TARGET 57:33
28, 1, Attack Walled City, ,0, Not Ready, UNIT_SLINGER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_SPEARMAN; 
28, 1, Settle New City, Recruiting minimums, , , UNIT_HEAVY_CHARIOT
28, 1, Settle New City, No recruits to reach minimum, , , 
28, 1, Settle New City, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_SETTLER
28, 1, Settle New City, Operation Move, UNIT_HEAVY_CHARIOT, 68:33, 64:36, 67:33
28, 1, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 1, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 60:42
28, 1, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 60:41, Move 60:41, Attack 60:42
28, 1, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 63:39, Move -9999:-9999, Arrive 63:39
28, 1, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 63:39
28, 1, Attack Walled City, No recruits to reach minimum, , , 
28, 1, Attack Walled City, No recruits to reach minimum, , , 
28, 1, Attack Walled City, Operation Recruit, 5 units, Recruited 0, Contract for: NONE
28, 1, Attack Walled City, Operation Move, UNIT_WARRIOR, 64:35, 63:36, 64:36
28, 1, Attack Walled City, Operation Move, UNIT_SPEARMAN, 65:36, 63:36, 63:37
28, 1, Attack Walled City, Operation Move, UNIT_SLINGER, 65:34, 63:35, 64:35
28, 1, Attack Walled City, Operation Move, UNIT_WARRIOR, 67:34, 63:36, 66:34
28, 1, Attack Walled City, Operation Move, UNIT_WARRIOR, 68:30, 63:36, 68:31
28, 1, Naval Superiority, No recruits to reach minimum, , , 
28, 1, Naval Superiority, No recruits to reach minimum, , , 
28, 1, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 2, Settle New City running, TARGET 64:24
28, 2, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
28, 2, Naval Superiority running, TARGET 61:23
28, 2, Naval Superiority, ,0, Not Ready, 
28, 2, Attack Barb Camp running, TARGET 56:15
28, 2, Attack Barb Camp, ,0, Not Ready, 
28, 2, Attack Enemy City running, TARGET 59:29
28, 2, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_SLINGER; UNIT_HEAVY_CHARIOT; 
28, 2, Settle New City, No recruits to reach minimum, , , 
28, 2, Settle New City, No recruits to match strength, , Enemy Str: 0 / 28.0, 
28, 2, Settle New City, No recruits to reach minimum, , , 
28, 2, Settle New City, No recruits to match strength, , Enemy Str: 0 / 28.0, 
28, 2, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 2, Settle New City, Operation Move, UNIT_WARRIOR, 63:24, 63:24, 63:24
28, 2, Settle New City, Operation Move, UNIT_WARRIOR, 63:23, 63:23, 63:23
28, 2, Settle New City, Operation Move, UNIT_SETTLER, 62:23, 63:25, 62:23
28, 2, Settle New City, Operation Move, UNIT_WARRIOR, 62:23, 63:25, 62:23
28, 2, Attack Enemy City, No recruits to reach minimum, , , 
28, 2, Attack Enemy City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 57:25, 60:26, 59:25
28, 2, Attack Enemy City, Operation Move, UNIT_SLINGER, 60:22, 59:25, 58:22
28, 2, Attack Enemy City, Operation Move, UNIT_HEAVY_CHARIOT, 59:22, 60:26, 59:22
28, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 64:24, 60:26, 64:24
28, 2, Attack Barb Camp, Operation Change Target INVALID, No backup
28, 2, Attack Barb Camp, Operation complete
28, 2, Naval Superiority, No recruits to reach minimum, , , 
28, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 3, Settle New City running, TARGET 16:27
28, 3, Settle New City, ,0, Ready, UNIT_WARRIOR; UNIT_SETTLER; UNIT_WARRIOR; 
28, 3, Naval Superiority running, TARGET 9:26
28, 3, Naval Superiority, ,0, Not Ready, 
28, 3, Attack Walled City running, TARGET 95:23
28, 3, Attack Walled City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_NUBIAN_PITATI; UNIT_NUBIAN_PITATI; 
28, 3, Attack Walled City, ,1, Ready, UNIT_GALLEY; 
28, 3, Settle New City, No recruits to reach minimum, , , 
28, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 25.0, 
28, 3, Settle New City, No recruits to reach minimum, , , 
28, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 25.0, 
28, 3, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_NUBIAN_PITATI
28, 3, Settle New City, Operation Move, UNIT_WARRIOR, 13:27, 17:26, 14:27
28, 3, Settle New City, Operation Move, UNIT_SETTLER, 11:25, 17:26, 12:26
28, 3, Settle New City, Operation Move, UNIT_WARRIOR, 12:26, 17:26, 12:26
28, 3, Attack Walled City, No recruits to reach minimum, , , 
28, 3, Attack Walled City, No recruits to reach minimum, , , 
28, 3, Attack Walled City, Recruiting strength, , Enemy Str: 42 / 0.0, UNIT_GALLEY
28, 3, Attack Walled City, No recruits to reach minimum, , , 
28, 3, Attack Walled City, No recruits to reach minimum, , , 
28, 3, Attack Walled City, No recruits to match strength, , Enemy Str: 42 / 0.0, 
28, 3, Attack Walled City, Operation Recruit, 7 units, Recruited 1, Contract for: UNIT_NUBIAN_PITATI
28, 3, Attack Walled City, Operation Move, UNIT_WARRIOR, 3:24, 3:24, 3:24
28, 3, Attack Walled City, Operation Move, UNIT_NUBIAN_PITATI, 5:24, 5:24, 5:24
28, 3, Attack Walled City, Operation Move, UNIT_WARRIOR, 7:24, 4:24, 6:24
28, 3, Attack Walled City, Operation Move, UNIT_WARRIOR, 6:25, 3:25, 5:25
28, 3, Attack Walled City, Operation Move, UNIT_NUBIAN_PITATI, 7:26, 5:24, 6:26
28, 3, Naval Superiority, No recruits to reach minimum, , , 
28, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 4, Settle New City running, TARGET 63:10
28, 4, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; UNIT_HEAVY_CHARIOT; 
28, 4, Naval Superiority running, TARGET 65:9
28, 4, Naval Superiority, ,0, Not Ready, 
28, 4, Attack Barb Camp running, TARGET 69:16
28, Attack Barb Camp, 4, , Battle line, 68:14, 0 endangered
28, 4, Attack Barb Camp, ,0, Ready, UNIT_SLINGER; UNIT_WARRIOR; UNIT_WARRIOR; 
28, 4, Settle New City, No recruits to reach minimum, , , 
28, 4, Settle New City, No recruits to match strength, , Enemy Str: 0 / 28.0, 
28, 4, Settle New City, No recruits to reach minimum, , , 
28, 4, Settle New City, No recruits to match strength, , Enemy Str: 0 / 28.0, 
28, 4, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 4, Settle New City, Operation Move, UNIT_SETTLER, 65:10, 63:10, 65:10
28, 4, Settle New City, Operation Move, UNIT_WARRIOR, 65:10, 63:10, 65:10
28, 4, Settle New City, Operation Move, UNIT_HEAVY_CHARIOT, 66:10, 63:10, 66:10
28, Attack Barb Camp, 4, , Battle line, 68:14, 0 endangered
28, 4, Attack Barb Camp, No recruits to reach minimum, , , 
28, 4, Attack Barb Camp, No recruits to match strength, , Enemy Str: 19 / 14.0, 
28, Attack Barb Camp, 4, , Battle line, 68:14, 0 endangered
28, 4, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 4, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 69:16
28, 4, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 68:15, Move 68:15, Attack 69:16
28, 4, Attack Barb Camp, Operation Attack Units, UNIT_SLINGER, At 67:14, Move 69:16, Attack -9999:-9999
28, 4, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 66:8, Move -9999:-9999, Arrive 66:8
28, 4, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 66:8
28, 4, Naval Superiority, No recruits to reach minimum, , , 
28, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 5, Settle New City, Started
28, 5, Settle New City running, TARGET 20:23
28, 5, Settle New City, ,0, Not Ready, 
28, Settle New City, 5, , Battle line, 20:24, 0 endangered
28, 5, Settle New City, Recruiting minimums, , , UNIT_WARRIOR
28, 5, Settle New City, Recruiting strength, , Enemy Str: 6 / 20.0, UNIT_WARRIOR
28, 5, Settle New City, Recruiting strength, , Enemy Str: 6 / 20.0, UNIT_WARRIOR
28, 5, Settle New City, No recruits to reach minimum, , , 
28, 5, Settle New City, No recruits to match strength, , Enemy Str: 6 / 20.0, 
28, Settle New City, 5, , Battle line, 20:24, 0 endangered
28, 5, Settle New City, Operation Recruit, 3 units, Recruited 2, Contract for: UNIT_WARRIOR_MONK
28, Settle New City, 5, , Battle line, 20:24, 0 endangered
28, 5, Settle New City, No recruits to reach minimum, , , 
28, 5, Settle New City, No recruits to match strength, , Enemy Str: 6 / 20.0, 
28, 5, Settle New City, No recruits to reach minimum, , , 
28, 5, Settle New City, No recruits to match strength, , Enemy Str: 6 / 20.0, 
28, Settle New City, 5, , Battle line, 20:24, 0 endangered
28, 5, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 5, Settle New City, Operation Move, UNIT_WARRIOR, 24:24, 25:24, 25:24
28, 5, Settle New City, Operation Move, UNIT_WARRIOR, 23:25, 23:25, 23:25
28, 5, Settle New City, Operation Move, UNIT_SETTLER, 21:24, 24:24, 21:24
28, 5, Settle New City, Operation Move, UNIT_SETTLER, 21:24, 21:24, 21:24
28, 5, Settle New City, Operation Move, UNIT_WARRIOR, 23:25, 21:24, 23:24
28, 5, Settle New City, Operation Move, UNIT_WARRIOR, 25:24, 21:24, 24:24
28, 6, City Defense, Started
28, 6, Settle New City running, TARGET 16:47
28, 6, Settle New City, ,0, Not Ready, 
28, 6, Barb Camp Tech Boost running, TARGET 12:44
28, Barb Camp Tech Boost, 6, , Battle line, 715827898:42, 0 endangered
28, 6, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_SLINGER; UNIT_WARRIOR; 
28, 6, Attack Walled City running, TARGET 13:49
28, Attack Walled City, 6, , Battle line, 715827898:41, 0 endangered
28, 6, Attack Walled City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
28, 6, Attack Walled City, ,1, Ready, 
28, 6, Naval Superiority running, TARGET 14:42
28, 6, Naval Superiority, ,0, Not Ready, 
28, 6, City Defense running, TARGET 16:41
28, 6, City Defense, ,0, Not Ready, 
28, 6, City Defense, No recruits to reach minimum, , , 
28, 6, City Defense, Recruiting strength, , Enemy Str: 33 / 20.0, UNIT_SCOUT
28, 6, City Defense, Recruiting strength, , Enemy Str: 33 / 20.0, UNIT_SCOUT
28, City Defense, 6, , Battle line, 1073741842:41, 0 endangered
28, 6, City Defense, Operation Recruit, 2 units, Recruited 2, Contract for: UNIT_WARRIOR_MONK
28, 6, City Defense, Operation Move, UNIT_SCOUT, 18:45, 17:41, 18:43
28, 6, Barb Camp Tech Boost, No recruits to reach minimum, , , 
28, 6, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 25 / 20.0, 
28, 6, Barb Camp Tech Boost, No recruits to reach minimum, , , 
28, 6, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 25 / 20.0, 
28, 6, Barb Camp Tech Boost, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 6, Barb Camp Tech Boost, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 12:44
28, 6, Barb Camp Tech Boost, Operation Attack Units, UNIT_WARRIOR, At 13:44, Move 13:44, Attack 12:44
28, 6, Barb Camp Tech Boost, Operation Attack Units, UNIT_SLINGER, At 15:45, Move 12:43, Attack -9999:-9999
28, 6, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 16:40, Move -9999:-9999, Arrive 16:40
28, 6, Barb Camp Tech Boost, Attack Target Melee Attack, UNIT_WARRIOR, At 15:41
28, 6, Attack Walled City, No recruits to reach minimum, , , 
28, 6, Attack Walled City, No recruits to reach minimum, , , 
28, 6, Attack Walled City, No recruits to match strength, , Enemy Str: 27 / 0.0, 
28, 6, Attack Walled City, No recruits to reach minimum, , , 
28, 6, Attack Walled City, No recruits to reach minimum, , , 
28, 6, Attack Walled City, No recruits to match strength, , Enemy Str: 27 / 0.0, 
28, 6, Attack Walled City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 6, Attack Walled City, Operation Protect Units, UNIT_WARRIOR, Move 17 40
28, 6, Attack Walled City, Operation Protect Units, UNIT_WARRIOR, Fortify
28, 6, Attack Walled City, Operation Move, UNIT_WARRIOR, 13:43, 13:43, 13:43
28, 6, Attack Walled City, Operation Move, UNIT_WARRIOR, 17:42, 14:43, 16:42
28, 6, Naval Superiority, No recruits to reach minimum, , , 
28, 6, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 7, Settle New City running, TARGET 33:37
28, 7, Settle New City, ,0, Not Ready, 
28, 7, Attack Walled City running, TARGET 41:36
28, 7, Attack Walled City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_SLINGER; UNIT_WARRIOR; 
28, 7, Attack Walled City, ,1, Ready, UNIT_GALLEY; 
28, 7, Naval Superiority running, TARGET 44:44
28, 7, Naval Superiority, ,0, Not Ready, 
28, 7, Attack Walled City, No recruits to reach minimum, , , 
28, 7, Attack Walled City, No recruits to reach minimum, , , 
28, 7, Attack Walled City, No recruits to match strength, , Enemy Str: 88 / 0.0, 
28, 7, Attack Walled City, No recruits to reach minimum, , , 
28, 7, Attack Walled City, No recruits to reach minimum, , , 
28, 7, Attack Walled City, No recruits to match strength, , Enemy Str: 88 / 0.0, 
28, 7, Attack Walled City, Operation Recruit, 6 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 7, Naval Superiority, No recruits to reach minimum, , , 
28, 7, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 8, Settle New City running, TARGET 39:12
28, 8, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; UNIT_WARRIOR; 
28, 8, Naval Superiority running, TARGET 33:17
28, 8, Naval Superiority, ,0, Not Ready, 
28, 8, Attack Walled City, Started
28, 8, Settle New City, No recruits to reach minimum, , , 
28, 8, Settle New City, No recruits to match strength, , Enemy Str: 0 / 28.0, 
28, 8, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 8, Settle New City, Operation Move, UNIT_WARRIOR, 31:12, 39:12, 31:11
28, 8, Settle New City, Operation Move, UNIT_SETTLER, 31:9, 39:12, 32:9
28, 8, Settle New City, Operation Move, UNIT_WARRIOR, 32:9, 39:12, 32:9
28, 8, Attack Walled City, Recruiting minimums, , , UNIT_WARRIOR
28, 8, Attack Walled City, Recruiting minimums, , , UNIT_WARRIOR
28, 8, Attack Walled City, Recruiting minimums, , , UNIT_HEAVY_CHARIOT
28, 8, Attack Walled City, Recruiting minimums, , , UNIT_HEAVY_CHARIOT
28, 8, Attack Walled City, Recruiting minimums, , , UNIT_HEAVY_CHARIOT
28, 8, Attack Walled City, Recruiting minimums, , , UNIT_WARRIOR
28, 8, Attack Walled City, Recruiting minimums, , , UNIT_WARRIOR
28, 8, Attack Walled City, Recruiting minimums, , , UNIT_SLINGER
28, 8, Attack Walled City, Operation Recruit, 6 units, Recruited 6, Contract for: NONE
28, 8, Attack Walled City, Operation complete
28, 8, Naval Superiority, No recruits to reach minimum, , , 
28, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
28, 9, Settle New City running, TARGET 87:35
28, 9, Settle New City, ,0, Ready, UNIT_WARRIOR; UNIT_SETTLER; UNIT_SUMERIAN_WAR_CART; 
28, 9, Naval Superiority running, TARGET 81:36
28, 9, Naval Superiority, ,0, Not Ready, 
28, 9, Settle New City, No recruits to reach minimum, , , 
